Date,Transaction Description,Category,Amount,Type
2024-10-05,Amazon,Shopping,998,Debit
2023-10-03,Swiggy,Food,1034,Debit
2023-08-10,Zomato,Food,1094,Debit
2023-12-26,Uber,Transport,399,Debit
2024-02-01,Starbucks,Food,744,Debit
2024-03-26,Mobile Recharge,Utilities,487,Debit
2023-05-27,Amazon,Shopping,1125,Debit
2023-01-31,Hotstar,Entertainment,299,Debit
2023-05-06,Uber,Transport,609,Debit
2024-07-26,Starbucks,Food,814,Debit
2024-09-22,Netflix,Entertainment,499,Debit
2023-12-27,Internet Bill,Utilities,996,Debit
2024-02-21,Ola,Transport,1001,Debit
2023-03-31,Ola,Transport,818,Debit
2024-02-29,Starbucks,Food,1106,Debit
2024-02-01,Uber,Transport,472,Debit
2023-02-09,Flipkart,Shopping,304,Debit
2024-06-24,Netflix,Entertainment,499,Debit
2023-03-09,Swiggy,Food,455,Debit
2024-03-27,Uber,Transport,691,Debit
2024-02-25,Hotstar,Entertainment,299,Debit
2024-03-20,Starbucks,Food,928,Debit
2023-12-13,Starbucks,Food,1007,Debit
2024-05-04,Uber,Transport,1054,Debit
2024-08-31,Amazon,Shopping,527,Debit
2024-11-24,Uber,Transport,280,Debit
2024-02-09,Swiggy,Food,406,Debit
2024-10-22,Netflix,Entertainment,499,Debit
2024-04-13,Flipkart,Shopping,963,Debit
2024-01-26,Salary,Income,50000,Credit
2024-06-11,Ola,Transport,640,Debit
2023-06-25,Swiggy,Food,272,Debit
2024-03-31,Ola,Transport,856,Debit
2024-05-19,Zomato,Food,714,Debit
2023-01-25,Zomato,Food,561,Debit
2024-12-08,Uber,Transport,560,Debit
2024-01-30,Swiggy,Food,427,Debit
2023-11-25,Starbucks,Food,941,Debit
2024-11-18,Swiggy,Food,650,Debit
2024-10-19,Amazon,Shopping,629,Debit
2024-11-23,Flipkart,Shopping,210,Debit
2023-05-01,Salary,Income,50000,Credit
2023-08-10,Ola,Transport,443,Debit
2024-11-04,Zomato,Food,952,Debit
2024-11-30,Swiggy,Food,1116,Debit
2023-01-02,Amazon,Shopping,296,Debit
2023-10-30,Starbucks,Food,621,Debit
2024-07-20,Amazon,Shopping,947,Debit
2024-05-13,Amazon,Shopping,1010,Debit
2024-02-17,Swiggy,Food,243,Debit
2024-09-29,Uber,Transport,749,Debit
2023-07-12,Flipkart,Shopping,255,Debit
2024-06-24,Amazon Prime,Shopping,149,Debit
2024-11-07,Uber,Transport,798,Debit
2023-05-01,Electricity Bill,Utilities,1228,Debit
2024-06-19,Ola,Transport,841,Debit
2024-03-19,Amazon,Shopping,255,Debit
2024-06-16,Swiggy,Food,603,Debit
2024-07-12,Amazon,Shopping,829,Debit
2024-06-01,Flipkart,Shopping,611,Debit
2023-11-22,Starbucks,Food,475,Debit
2024-12-29,Swiggy,Food,978,Debit
2023-08-17,Flipkart,Shopping,736,Debit
2023-01-29,Starbucks,Food,621,Debit
2023-06-28,Ola,Transport,314,Debit
2024-01-24,Uber,Transport,1059,Debit
2024-09-22,Internet Bill,Utilities,892,Debit
2024-04-19,Zomato,Food,178,Debit
2023-04-10,Zomato,Food,452,Debit
2023-08-25,Amazon,Shopping,843,Debit
2023-06-29,Starbucks,Food,662,Debit
2024-12-13,Flipkart,Shopping,169,Debit
2023-10-09,Uber,Transport,902,Debit
2023-04-18,Ola,Transport,639,Debit
2023-01-01,Spotify,Music,119,Debit
2023-06-11,Ola,Transport,301,Debit
2024-07-24,Hotstar,Entertainment,299,Debit
2024-05-21,Flipkart,Shopping,182,Debit
2024-05-10,Swiggy,Food,242,Debit
2023-12-28,Swiggy,Food,377,Debit
2024-02-15,Starbucks,Food,341,Debit
2024-01-09,Swiggy,Food,558,Debit
2024-11-20,Amazon,Shopping,509,Debit
2023-03-04,Uber,Transport,581,Debit
2024-08-23,Google Drive,Cloud,130,Debit
2024-03-25,Starbucks,Food,815,Debit
2023-03-02,Electricity Bill,Utilities,1281,Debit
2024-05-17,Starbucks,Food,926,Debit
2023-08-31,Amazon,Shopping,279,Debit
2023-09-27,Starbucks,Food,753,Debit
2024-07-24,Ola,Transport,1069,Debit
2023-12-19,Uber,Transport,609,Debit
2023-07-04,Ola,Transport,862,Debit
2024-11-01,Ola,Transport,794,Debit
2023-06-22,Uber,Transport,729,Debit
2024-03-12,Swiggy,Food,229,Debit
2023-09-06,Flipkart,Shopping,1152,Debit
2023-02-16,Zomato,Food,269,Debit
2023-12-30,Ola,Transport,153,Debit
2023-04-25,Uber,Transport,948,Debit
2024-03-10,Starbucks,Food,898,Debit
2023-01-31,Amazon Prime,Shopping,149,Debit
2024-08-23,Internet Bill,Utilities,961,Debit
2023-02-22,Zomato,Food,793,Debit
2023-12-22,Amazon,Shopping,434,Debit
2023-09-28,Flipkart,Shopping,384,Debit
2023-03-01,Flipkart,Shopping,166,Debit
2024-08-19,Flipkart,Shopping,1031,Debit
2024-10-15,Ola,Transport,564,Debit
2024-04-26,Ola,Transport,1179,Debit
2023-05-24,Flipkart,Shopping,679,Debit
2024-10-22,Internet Bill,Utilities,840,Debit
2024-11-21,Netflix,Entertainment,499,Debit
2023-11-21,Amazon,Shopping,503,Debit
2023-11-19,Flipkart,Shopping,535,Debit
2024-01-03,Swiggy,Food,949,Debit
2024-04-22,Swiggy,Food,684,Debit
2024-06-03,Starbucks,Food,995,Debit
2023-08-14,Uber,Transport,1085,Debit
2024-10-22,Amazon,Shopping,1061,Debit
2024-04-14,Zomato,Food,742,Debit
2023-02-20,Starbucks,Food,654,Debit
2023-04-01,Electricity Bill,Utilities,1250,Debit
2024-06-25,Swiggy,Food,597,Debit
2023-08-20,Amazon,Shopping,230,Debit
2024-10-19,Ola,Transport,336,Debit
2024-07-28,Amazon,Shopping,647,Debit
2023-06-18,Amazon,Shopping,316,Debit
2023-11-06,Uber,Transport,494,Debit
2024-04-04,Amazon,Shopping,706,Debit
2023-12-28,Flipkart,Shopping,1173,Debit
2023-01-28,Uber,Transport,193,Debit
2024-02-16,Amazon,Shopping,841,Debit
2023-07-17,Starbucks,Food,709,Debit
2023-09-01,Amazon,Shopping,768,Debit
2024-08-13,Zomato,Food,770,Debit
2023-09-22,Starbucks,Food,373,Debit
2023-07-30,Amazon Prime,Shopping,149,Debit
2024-07-04,Amazon,Shopping,315,Debit
2024-11-15,Swiggy,Food,784,Debit
2024-07-09,Swiggy,Food,724,Debit
2024-06-09,Uber,Transport,181,Debit
2023-07-24,Ola,Transport,809,Debit
2024-12-21,Netflix,Entertainment,499,Debit
2024-10-24,Zomato,Food,1128,Debit
2024-11-21,Amazon Prime,Shopping,149,Debit
2024-11-04,Zomato,Food,1193,Debit
2023-09-02,Zomato,Food,242,Debit
2023-06-30,Netflix,Entertainment,499,Debit
2024-07-30,Uber,Transport,699,Debit
2024-07-01,Zomato,Food,666,Debit
2023-01-16,Uber,Transport,1040,Debit
2024-04-09,Ola,Transport,558,Debit
2024-11-26,Ola,Transport,491,Debit
2024-08-16,Flipkart,Shopping,1006,Debit
2023-10-28,Internet Bill,Utilities,968,Debit
2024-09-22,Salary,Income,50000,Credit
2024-11-21,Uber,Transport,680,Debit
2023-09-26,Starbucks,Food,815,Debit
2024-07-10,Starbucks,Food,217,Debit
2024-04-04,Starbucks,Food,640,Debit
2023-08-19,Amazon,Shopping,539,Debit
2023-11-20,Zomato,Food,276,Debit
2023-09-13,Flipkart,Shopping,574,Debit
2024-03-15,Zomato,Food,954,Debit
2023-10-21,Starbucks,Food,1055,Debit
2024-07-31,Zomato,Food,1040,Debit
2024-12-21,Spotify,Music,119,Debit
2024-07-24,Salary,Income,50000,Credit
2024-01-05,Zomato,Food,362,Debit
2024-08-15,Swiggy,Food,1069,Debit
2023-05-18,Zomato,Food,703,Debit
2024-08-21,Ola,Transport,916,Debit
2024-08-03,Ola,Transport,369,Debit
2024-02-25,Netflix,Entertainment,499,Debit
2024-08-15,Ola,Transport,922,Debit
2024-10-07,Amazon,Shopping,905,Debit
2024-03-26,Zomato,Food,1091,Debit
2023-08-07,Ola,Transport,448,Debit
2024-01-26,Spotify,Music,119,Debit
2024-07-07,Zomato,Food,319,Debit
2024-10-12,Amazon,Shopping,249,Debit
2023-05-19,Ola,Transport,699,Debit
2024-03-09,Ola,Transport,722,Debit
2024-08-03,Starbucks,Food,550,Debit
2023-09-28,Salary,Income,50000,Credit
2024-06-21,Zomato,Food,436,Debit
2024-05-25,Internet Bill,Utilities,896,Debit
2023-01-21,Uber,Transport,779,Debit
2023-03-02,Google Drive,Cloud,130,Debit
2024-01-21,Swiggy,Food,442,Debit
2024-09-08,Uber,Transport,391,Debit
2023-06-03,Amazon,Shopping,729,Debit
2024-03-28,Starbucks,Food,761,Debit
2023-04-09,Amazon,Shopping,548,Debit
2023-11-27,Spotify,Music,119,Debit
2023-06-30,Electricity Bill,Utilities,1104,Debit
2023-02-06,Zomato,Food,542,Debit
2023-01-07,Amazon,Shopping,794,Debit
2024-05-02,Swiggy,Food,379,Debit
2023-03-18,Swiggy,Food,933,Debit
2023-10-15,Zomato,Food,212,Debit
2023-07-30,Netflix,Entertainment,499,Debit
2023-09-09,Swiggy,Food,965,Debit
2023-01-20,Flipkart,Shopping,151,Debit
2024-10-22,Hotstar,Entertainment,299,Debit
2023-08-17,Starbucks,Food,1167,Debit
2023-07-08,Swiggy,Food,794,Debit
2024-01-26,Internet Bill,Utilities,873,Debit
2024-02-24,Starbucks,Food,367,Debit
2023-01-19,Zomato,Food,915,Debit
2024-05-30,Ola,Transport,455,Debit
2024-01-25,Zomato,Food,901,Debit
2024-06-16,Amazon,Shopping,448,Debit
2024-11-21,Zomato,Food,1166,Debit
2023-05-16,Swiggy,Food,1010,Debit
2023-01-26,Amazon,Shopping,914,Debit
2023-11-18,Ola,Transport,1097,Debit
2024-06-26,Ola,Transport,914,Debit
2023-10-16,Amazon,Shopping,590,Debit
2024-03-06,Flipkart,Shopping,975,Debit
2023-10-13,Swiggy,Food,521,Debit
2023-09-18,Starbucks,Food,813,Debit
2024-09-22,Apple Music,Music,99,Debit
2024-01-03,Swiggy,Food,942,Debit
2024-06-22,Zomato,Food,270,Debit
2023-12-27,Google Drive,Cloud,130,Debit
2023-11-09,Swiggy,Food,449,Debit
2023-10-22,Flipkart,Shopping,1199,Debit
2023-04-01,Mobile Recharge,Utilities,507,Debit
2024-12-07,Starbucks,Food,1085,Debit
2024-02-15,Starbucks,Food,495,Debit
2024-10-06,Amazon,Shopping,340,Debit
2023-06-07,Starbucks,Food,732,Debit
2023-04-04,Amazon,Shopping,587,Debit
2023-02-25,Starbucks,Food,693,Debit
2023-12-08,Ola,Transport,896,Debit
2023-07-20,Uber,Transport,999,Debit
2023-06-19,Starbucks,Food,303,Debit
2023-02-04,Ola,Transport,875,Debit
2024-10-25,Swiggy,Food,791,Debit
2023-09-21,Swiggy,Food,280,Debit
2023-06-30,Spotify,Music,119,Debit
2023-07-22,Amazon,Shopping,761,Debit
2023-01-31,Electricity Bill,Utilities,1025,Debit
2024-10-22,Apple Music,Music,99,Debit
2024-06-24,Apple Music,Music,99,Debit
2023-07-22,Flipkart,Shopping,1152,Debit
2023-11-26,Uber,Transport,316,Debit
2023-07-27,Ola,Transport,225,Debit
2023-01-31,Google Drive,Cloud,130,Debit
2024-09-06,Starbucks,Food,383,Debit
2023-10-01,Amazon,Shopping,672,Debit
2023-11-27,Electricity Bill,Utilities,1030,Debit
2024-01-07,Flipkart,Shopping,1101,Debit
2023-04-16,Ola,Transport,1063,Debit
2023-06-14,Starbucks,Food,612,Debit
2024-07-20,Amazon,Shopping,465,Debit
2024-09-24,Flipkart,Shopping,216,Debit
2024-12-18,Ola,Transport,417,Debit
2023-05-31,Salary,Income,50000,Credit
2024-11-25,Amazon,Shopping,307,Debit
2024-03-04,Uber,Transport,166,Debit
2024-02-17,Swiggy,Food,208,Debit
2024-03-27,Zomato,Food,654,Debit
2024-01-14,Ola,Transport,941,Debit
2024-11-05,Flipkart,Shopping,640,Debit
2024-05-01,Amazon,Shopping,317,Debit
2024-01-20,Swiggy,Food,981,Debit
2024-04-11,Amazon,Shopping,625,Debit
2023-12-11,Flipkart,Shopping,547,Debit
2023-12-09,Starbucks,Food,733,Debit
2024-10-25,Flipkart,Shopping,359,Debit
2023-11-21,Swiggy,Food,1183,Debit
2024-09-27,Starbucks,Food,1026,Debit
2023-06-25,Flipkart,Shopping,441,Debit
2023-11-13,Ola,Transport,1055,Debit
2023-01-01,Amazon,Shopping,696,Debit
2024-02-19,Zomato,Food,981,Debit
2024-02-25,Internet Bill,Utilities,819,Debit
2024-10-16,Zomato,Food,768,Debit
2024-05-30,Uber,Transport,920,Debit
2024-09-02,Swiggy,Food,589,Debit
2023-03-13,Starbucks,Food,466,Debit
2024-07-24,Mobile Recharge,Utilities,585,Debit
2023-03-02,Spotify,Music,119,Debit
2023-12-28,Flipkart,Shopping,1086,Debit
2023-03-08,Starbucks,Food,1025,Debit
2023-02-08,Ola,Transport,525,Debit
2023-01-31,Spotify,Music,119,Debit
2023-04-01,Netflix,Entertainment,499,Debit
2023-02-14,Uber,Transport,1081,Debit
2023-02-18,Starbucks,Food,314,Debit
2023-01-14,Starbucks,Food,1108,Debit
2023-12-30,Starbucks,Food,872,Debit
2023-04-02,Starbucks,Food,766,Debit
2023-03-23,Swiggy,Food,684,Debit
2023-03-08,Amazon,Shopping,1054,Debit
2023-09-28,Flipkart,Shopping,590,Debit
2024-11-09,Starbucks,Food,503,Debit
2024-03-17,Ola,Transport,763,Debit
2023-12-07,Flipkart,Shopping,489,Debit
2024-10-05,Zomato,Food,700,Debit
2024-02-12,Uber,Transport,611,Debit
2023-01-19,Flipkart,Shopping,480,Debit
2024-01-11,Uber,Transport,224,Debit
2024-08-05,Ola,Transport,835,Debit
2023-01-19,Starbucks,Food,557,Debit
2024-11-02,Uber,Transport,322,Debit
2024-01-31,Zomato,Food,1061,Debit
2024-09-22,Amazon Prime,Shopping,149,Debit
2023-12-16,Flipkart,Shopping,1045,Debit
2024-04-18,Amazon,Shopping,676,Debit
2024-07-13,Swiggy,Food,350,Debit
2023-12-14,Swiggy,Food,1134,Debit
2023-03-26,Ola,Transport,1197,Debit
2024-05-15,Zomato,Food,954,Debit
2024-06-22,Starbucks,Food,1150,Debit
2024-09-22,Spotify,Music,119,Debit
2023-12-25,Flipkart,Shopping,740,Debit
2024-01-08,Zomato,Food,426,Debit
2023-10-02,Zomato,Food,1121,Debit
2023-05-31,Internet Bill,Utilities,946,Debit
2023-01-16,Zomato,Food,1079,Debit
2024-06-07,Uber,Transport,922,Debit
2023-11-27,Apple Music,Music,99,Debit
2024-08-20,Uber,Transport,604,Debit
2023-04-19,Uber,Transport,837,Debit
2024-05-22,Swiggy,Food,1064,Debit
2023-01-09,Amazon,Shopping,688,Debit
2023-09-12,Amazon,Shopping,193,Debit
2023-01-31,Internet Bill,Utilities,874,Debit
2024-06-24,Salary,Income,50000,Credit
2023-11-10,Zomato,Food,505,Debit
2023-03-02,Uber,Transport,386,Debit
2023-01-08,Uber,Transport,435,Debit
2023-07-13,Uber,Transport,418,Debit
2023-02-23,Zomato,Food,764,Debit
2023-06-27,Ola,Transport,404,Debit
2024-05-17,Ola,Transport,1018,Debit
2024-01-26,Hotstar,Entertainment,299,Debit
2024-07-09,Starbucks,Food,1123,Debit
2023-12-15,Flipkart,Shopping,478,Debit
2023-02-17,Starbucks,Food,472,Debit
2023-03-06,Flipkart,Shopping,254,Debit
2024-11-19,Ola,Transport,262,Debit
2023-09-24,Ola,Transport,371,Debit
2023-07-07,Ola,Transport,740,Debit
2024-05-28,Starbucks,Food,1165,Debit
2023-05-29,Ola,Transport,648,Debit
2023-12-27,Zomato,Food,1009,Debit
2024-01-25,Ola,Transport,793,Debit
2024-01-23,Ola,Transport,216,Debit
2024-03-30,Ola,Transport,864,Debit
2024-04-18,Zomato,Food,1089,Debit
2023-04-24,Flipkart,Shopping,190,Debit
2024-04-25,Hotstar,Entertainment,299,Debit
2024-04-28,Zomato,Food,423,Debit
2024-02-27,Ola,Transport,1006,Debit
2024-01-12,Flipkart,Shopping,829,Debit
2024-01-31,Swiggy,Food,804,Debit
2023-05-05,Ola,Transport,189,Debit
2024-01-13,Ola,Transport,969,Debit
2023-03-15,Ola,Transport,200,Debit
2023-11-27,Google Drive,Cloud,130,Debit
2024-03-26,Apple Music,Music,99,Debit
2023-08-23,Zomato,Food,420,Debit
2023-06-20,Swiggy,Food,986,Debit
2023-03-01,Amazon,Shopping,362,Debit
2023-06-18,Zomato,Food,641,Debit
2023-01-17,Amazon,Shopping,689,Debit
2024-03-02,Zomato,Food,590,Debit
2023-08-24,Uber,Transport,1177,Debit
2023-08-11,Uber,Transport,1091,Debit
2023-03-08,Uber,Transport,480,Debit
2024-03-21,Starbucks,Food,375,Debit
2023-06-08,Uber,Transport,527,Debit
2024-09-23,Amazon,Shopping,656,Debit
2023-01-02,Starbucks,Food,651,Debit
2023-05-14,Amazon,Shopping,767,Debit
2024-09-22,Starbucks,Food,235,Debit
2024-11-06,Zomato,Food,1173,Debit
2023-09-15,Zomato,Food,663,Debit
2023-11-02,Uber,Transport,385,Debit
2024-11-21,Spotify,Music,119,Debit
2024-03-01,Ola,Transport,1185,Debit
2023-06-30,Internet Bill,Utilities,848,Debit
2023-11-24,Swiggy,Food,825,Debit
2024-09-13,Zomato,Food,794,Debit
2024-01-03,Flipkart,Shopping,1112,Debit
2024-03-14,Starbucks,Food,1085,Debit
2023-11-27,Mobile Recharge,Utilities,422,Debit
2024-08-29,Swiggy,Food,486,Debit
2024-05-25,Electricity Bill,Utilities,1574,Debit
2024-06-24,Electricity Bill,Utilities,1203,Debit
2024-11-28,Amazon,Shopping,1192,Debit
2023-04-22,Uber,Transport,1104,Debit
2023-08-29,Netflix,Entertainment,499,Debit
2023-08-01,Flipkart,Shopping,466,Debit
2023-08-22,Uber,Transport,819,Debit
2023-08-03,Uber,Transport,1149,Debit
2024-02-02,Amazon,Shopping,506,Debit
2023-08-30,Uber,Transport,371,Debit
2024-12-17,Ola,Transport,323,Debit
2023-08-29,Mobile Recharge,Utilities,594,Debit
2023-02-01,Amazon,Shopping,1144,Debit
2024-09-17,Ola,Transport,1059,Debit
2023-12-29,Starbucks,Food,183,Debit
2023-04-30,Amazon,Shopping,1027,Debit
2024-11-12,Swiggy,Food,965,Debit
2023-02-11,Flipkart,Shopping,634,Debit
2024-09-22,Flipkart,Shopping,901,Debit
2023-12-31,Starbucks,Food,1003,Debit
2024-01-16,Starbucks,Food,751,Debit
2024-08-23,Mobile Recharge,Utilities,516,Debit
2023-06-01,Zomato,Food,397,Debit
2023-09-03,Uber,Transport,1158,Debit
2023-12-06,Starbucks,Food,921,Debit
2024-11-24,Flipkart,Shopping,1029,Debit
2024-07-11,Zomato,Food,642,Debit
2023-04-01,Spotify,Music,119,Debit
2024-02-05,Uber,Transport,905,Debit
2024-12-02,Zomato,Food,809,Debit
2024-10-10,Ola,Transport,699,Debit
2023-04-07,Zomato,Food,200,Debit
2024-12-09,Starbucks,Food,772,Debit
2023-12-03,Zomato,Food,431,Debit
2024-11-13,Ola,Transport,973,Debit
2024-05-13,Uber,Transport,933,Debit
2024-01-30,Ola,Transport,559,Debit
2024-04-25,Google Drive,Cloud,130,Debit
2023-04-20,Zomato,Food,458,Debit
2024-12-14,Swiggy,Food,570,Debit
2023-10-11,Flipkart,Shopping,203,Debit
2024-06-24,Mobile Recharge,Utilities,410,Debit
2024-01-14,Ola,Transport,1168,Debit
2023-05-09,Flipkart,Shopping,905,Debit
2023-05-21,Flipkart,Shopping,1101,Debit
2023-07-09,Flipkart,Shopping,977,Debit
2024-09-07,Flipkart,Shopping,759,Debit
2024-05-24,Zomato,Food,1181,Debit
2024-11-17,Uber,Transport,950,Debit
2024-01-24,Ola,Transport,909,Debit
2024-06-12,Uber,Transport,729,Debit
2024-03-14,Zomato,Food,436,Debit
2024-10-04,Flipkart,Shopping,954,Debit
2024-11-27,Flipkart,Shopping,360,Debit
2023-11-15,Uber,Transport,1095,Debit
2023-04-16,Zomato,Food,1122,Debit
2024-05-21,Zomato,Food,572,Debit
2024-10-22,Spotify,Music,119,Debit
2024-05-23,Starbucks,Food,594,Debit
2024-06-14,Swiggy,Food,1111,Debit
2023-10-11,Zomato,Food,1028,Debit
2023-11-08,Flipkart,Shopping,865,Debit
2024-03-26,Starbucks,Food,851,Debit
2024-06-29,Starbucks,Food,1031,Debit
2024-02-02,Starbucks,Food,609,Debit
2023-07-10,Flipkart,Shopping,152,Debit
2023-06-02,Zomato,Food,593,Debit
2024-02-25,Zomato,Food,1105,Debit
2024-07-24,Apple Music,Music,99,Debit
2023-11-24,Flipkart,Shopping,835,Debit
2023-07-18,Flipkart,Shopping,1138,Debit
2023-07-07,Flipkart,Shopping,225,Debit
2024-01-30,Flipkart,Shopping,301,Debit
2023-01-31,Apple Music,Music,99,Debit
2023-05-05,Flipkart,Shopping,317,Debit
2024-09-13,Uber,Transport,437,Debit
2023-03-17,Flipkart,Shopping,658,Debit
2024-06-12,Ola,Transport,1104,Debit
2024-12-17,Ola,Transport,912,Debit
